auc,delta_dp,mi,lr,lrl,adv_rounds,epochs,data_frac,mi_upper,epsilon,lagrangian,epoch
0.4942737971404679,0.0503640024044195,-0.0768236443400383,0.0001,,1.0,,0.15,0.3709104061126709,10.0,1.0,1.0
0.49786646586345384,0.047922033160396116,-0.04207741841673851,0.0001,,1.0,,0.15,0.337910920381546,10.0,1.0,1.0
